"measurement_datetime","gps_error_meter","accel_y_longitudinal","accel_z_vertical","oid","longitude","car_name","latitude","measurement_ms","measurement_data_id","accel_x_transverse"
"2015/12/17 13:06:56","12","0.39","9.649","4655930","139.898018","patrol02","37.489603","1450325319329","20151217_130656","0.364"
"2015/12/17 13:06:56","11","0.34","9.748","4655931","139.898024","patrol02","37.489591","1450325319429","20151217_130656","0.4"
"2015/12/17 13:06:56","11","0.048","9.813","4655932","139.898031","patrol02","37.489579","1450325319530","20151217_130656","0.443"
"2015/12/17 13:06:56","11","0.179","9.883","4655933","139.898037","patrol02","37.489567","1450325319631","20151217_130656","0.384"
"2015/12/17 13:06:56","11","0.461","9.726","4655934","139.898043","patrol02","37.489555","1450325319731","20151217_130656","0.421"
"2015/12/17 13:06:56","11","0.102","9.56","4655935","139.89805","patrol02","37.489543","1450325319833","20151217_130656","0.564"
"2015/12/17 13:06:56","11","0.033","9.495","4655936","139.898056","patrol02","37.489531","1450325319933","20151217_130656","0.564"
"2015/12/17 13:06:56","11","0.343","9.65","4655937","139.898062","patrol02","37.489519","1450325320033","20151217_130656","0.596"
"2015/12/17 13:06:56","11","0.411","9.76","4655938","139.898068","patrol02","37.489508","1450325320129","20151217_130656","0.628"
"2015/12/17 13:06:56","11","0.162","9.807","4655939","139.898075","patrol02","37.489496","1450325320230","20151217_130656","0.547"
"2015/12/17 13:06:56","11","0.166","9.896","4655940","139.898081","patrol02","37.489484","1450325320331","20151217_130656","0.598"
"2015/12/17 13:06:56","9","0.199","9.858","4655941","139.898087","patrol02","37.489472","1450325320431","20151217_130656","0.58"
"2015/12/17 13:06:56","9","0.473","9.623","4655942","139.898094","patrol02","37.489459","1450325320532","20151217_130656","0.548"
"2015/12/17 13:06:56","9","0.281","9.446","4655943","139.898101","patrol02","37.489446","1450325320633","20151217_130656","0.563"
"2015/12/17 13:06:56","9","-0.019","9.448","4655944","139.898108","patrol02","37.489433","1450325320733","20151217_130656","0.486"
"2015/12/17 13:06:56","9","0.018","9.604","4655945","139.898115","patrol02","37.489421","1450325320829","20151217_130656","0.424"
"2015/12/17 13:06:56","9","0.224","9.968","4655946","139.898121","patrol02","37.489409","1450325320930","20151217_130656","0.494"
"2015/12/17 13:06:56","9","0.135","9.959","4655947","139.898128","patrol02","37.489396","1450325321031","20151217_130656","0.369"
"2015/12/17 13:06:56","9","0.209","9.505","4655948","139.898135","patrol02","37.489383","1450325321131","20151217_130656","0.336"
"2015/12/17 13:06:56","9","0.061","9.105","4655949","139.898142","patrol02","37.48937","1450325321232","20151217_130656","0.462"
"2015/12/17 13:06:56","9","0.081","9.242","4655950","139.898149","patrol02","37.489358","1450325321333","20151217_130656","0.525"
"2015/12/17 13:06:56","12","-0.022","9.524","4655951","139.898156","patrol02","37.489345","1450325321433","20151217_130656","0.496"
"2015/12/17 13:06:56","12","-0.236","9.934","4655952","139.898163","patrol02","37.489332","1450325321529","20151217_130656","0.578"
"2015/12/17 13:06:56","12","-0.16","10.092","4655953","139.89817","patrol02","37.489319","1450325321630","20151217_130656","0.672"
"2015/12/17 13:06:56","12","0.186","9.982","4655954","139.898177","patrol02","37.489306","1450325321730","20151217_130656","0.458"
"2015/12/17 13:06:56","12","0.366","9.616","4655955","139.898184","patrol02","37.489293","1450325321831","20151217_130656","0.463"
"2015/12/17 13:06:56","12","0.201","9.196","4655956","139.898192","patrol02","37.48928","1450325321932","20151217_130656","0.332"
"2015/12/17 13:06:56","12","0.19","8.975","4655957","139.898199","patrol02","37.489267","1450325322033","20151217_130656","0.429"
"2015/12/17 13:06:56","12","0.157","9.451","4655958","139.898206","patrol02","37.489254","1450325322133","20151217_130656","0.435"
"2015/12/17 13:06:56","12","0.277","9.91","4655959","139.898213","patrol02","37.489242","1450325322229","20151217_130656","0.434"
"2015/12/17 13:06:56","12","0.25","10.262","4655960","139.89822","patrol02","37.489228","1450325322330","20151217_130656","0.489"
"2015/12/17 13:06:56","14","0.193","10.098","4655961","139.898227","patrol02","37.489215","1450325322430","20151217_130656","0.529"
"2015/12/17 13:06:56","14","0.101","9.976","4655962","139.898234","patrol02","37.489202","1450325322531","20151217_130656","0.552"
"2015/12/17 13:06:56","14","0.574","9.533","4655963","139.898241","patrol02","37.489188","1450325322632","20151217_130656","0.459"
"2015/12/17 13:06:56","14","0.521","9.278","4655964","139.898247","patrol02","37.489175","1450325322732","20151217_130656","0.434"
